CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
EZY,1828,EASYJET,2018-12-06T20:35:00,2018-12-06T21:59:00,D,MAN,MANCHESTER,מנצ'סטר,MANCHESTER,בריטניה,UNITED KINGDOM,1,317-320,W,DEPARTED,המריאה
IB,3316,IBERIA,2018-12-06T21:50:00,2018-12-06T22:02:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
LY,8396,EL AL ISRAEL AIRLINES,2018-12-06T21:50:00,2018-12-06T22:02:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
TK,789,TURKISH AIRLINES,2018-12-06T20:55:00,2018-12-06T22:03:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,DEPARTED,המריאה
CY,1110,CYPRUS AIRWAYS,2018-12-06T22:00:00,2018-12-06T22:08:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
J2,022,AZERBAIJAN AIRLINES,2018-12-06T20:25:00,2018-12-06T22:09:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,34-37,B,DEPARTED,המריאה
LO,162,LOT POLISH AIRLINES,2018-12-06T21:10:00,2018-12-06T22:12:00,D,WRO,WROCLAW,וורוצלאב,WROCLAW,פולין,POLAND,3,31-33,A,DEPARTED,המריאה
U6,888,URAL AIR,2018-12-06T20:30:00,2018-12-06T22:15:00,D,LED,ST. PETERSBURG,סט.פטרסבורג,S.PETERSBURG,רוסיה,RUSSIAN FEDERATION,3,42-44,B,DEPARTED,המריאה
AM,7853,AERO MEXICO,2018-12-06T17:00:00,2018-12-06T22:17:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
LY,325,EL AL ISRAEL AIRLINES,2018-12-06T17:00:00,2018-12-06T22:17:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
FR,1931,RYANAIR,2018-12-06T21:30:00,2018-12-06T22:20:00,D,POZ,POZNAN,פוזנן,POZNAN,פולין,POLAND,1,313-316,W,DEPARTED,המריאה
6H,714,ISRAIR AIRLINES,2018-12-06T21:45:00,2018-12-06T22:24:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,,,LANDED,נחתה
U8,201,TUS AIRWAYS,2018-12-06T22:00:00,2018-12-06T22:29:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,G11-G13,G,DEPARTED,המריאה
W9,4452,WIZZ UK,2018-12-06T21:50:00,2018-12-06T22:34:00,D,LTN,LUTON,לונדון,LONDON,בריטניה,UNITED KINGDOM,1,308-312,W,DEPARTED,המריאה
A9,1796,GEORGIAN AIRWAYS,2018-12-06T21:40:00,2018-12-06T22:37:00,D,EVN,YEREVAN,ירבאן,YEREVAN,ארמניה,ARMENIA,1,325-327,W,DEPARTED,המריאה
RM,796,AIRCOMPANY ARMENIA,2018-12-06T21:40:00,2018-12-06T22:37:00,D,EVN,YEREVAN,ירבאן,YEREVAN,ארמניה,ARMENIA,1,325-327,W,DEPARTED,המריאה
0B,170,BLUE AIR TRANSPORT AERIAN,2018-12-06T22:20:00,2018-12-06T22:42:00,D,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,G14-G16,G,DEPARTED,המריאה
KE,958,KOREAN AIR,2018-12-06T21:55:00,2018-12-06T22:45:00,D,ICN,INCHEON INTL AIRPORT,סיאול,SEOUL,דרום קוריאה,SOUTH KOREA,3,63-68,C,DEPARTED,המריאה
LH,8340,LUFTHANSA,2018-12-06T21:00:00,2018-12-06T22:50:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
W6,2328,WIZZAIR,2018-12-06T21:25:00,2018-12-06T22:54:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,1,308-312,W,DEPARTED,המריאה
FR,4103,RYANAIR,2018-12-06T21:40:00,2018-12-06T22:57:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,LANDED,נחתה
LH,690,LUFTHANSA,2018-12-06T23:00:00,2018-12-06T22:59:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
NH,5461,ALL NIPPON AIRWAYS,2018-12-06T23:00:00,2018-12-06T22:59:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
SN,7169,BRUSSELS AIRLINES,2018-12-06T23:00:00,2018-12-06T22:59:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
UA,9122,UNITED AIRLINES,2018-12-06T23:00:00,2018-12-06T22:59:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
6H,449,ISRAIR AIRLINES,2018-12-06T19:20:00,2018-12-06T23:00:00,D,ETH,EILAT-J.HOZMAN,אילת,EILAT,ישראל,ISRAEL,1,,,DEPARTED,המריאה
SU,504,AEROFLOT RUSSIAN AIRLINES,2018-12-06T22:50:00,2018-12-06T23:04:00,A,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
CY,1111,CYPRUS AIRWAYS,2018-12-06T23:00:00,2018-12-06T23:08:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,DEPARTED,המריאה
FV,6629,ROSSIYA AIRLINES,2018-12-06T23:15:00,2018-12-06T23:08:00,A,ROV,ROSTOV,רוסטוב,ROSTOV,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
SU,6629,AEROFLOT RUSSIAN AIRLINES,2018-12-06T23:15:00,2018-12-06T23:08:00,A,ROV,ROSTOV,רוסטוב,ROSTOV,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
AF,1120,AIR FRANCE,2018-12-06T23:25:00,2018-12-06T23:11:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
DL,8263,DELTA AIRLINES,2018-12-06T23:25:00,2018-12-06T23:11:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
6H,814,ISRAIR AIRLINES,2018-12-06T22:40:00,2018-12-06T23:15:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
PS,777,UKRAINE INTL  AIR,2018-12-06T22:40:00,2018-12-06T23:20:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,LANDED,נחתה
TK,790,TURKISH AIRLINES,2018-12-06T23:35:00,2018-12-06T23:22:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,LANDED,נחתה
RJ,340,ROYAL  JORDANIAN,2018-12-06T22:45:00,2018-12-06T23:24:00,A,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,,,LANDED,נחתה
TK,6343,TURKISH AIRLINES,2018-12-06T19:55:00,2018-12-06T23:25:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,DEPARTED,המריאה
LY,081,EL AL ISRAEL AIRLINES,2018-12-06T23:00:00,2018-12-06T23:33:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
QF,5020,QANTAS AIRWAYS,2018-12-06T23:00:00,2018-12-06T23:33:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
TG,4584,THAI AIRWAYS,2018-12-06T23:00:00,2018-12-06T23:33:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
VN,3298,VIETNAM AIRLINES,2018-12-06T23:00:00,2018-12-06T23:33:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
IZ,848,ARKIA  ISRAELI  AIRLINES,2018-12-06T22:00:00,2018-12-06T23:45:00,A,ETH,EILAT-J.HOZMAN,אילת,EILAT,ישראל,ISRAEL,3,,,LANDED,נחתה
UA,091,UNITED AIRLINES,2018-12-06T23:10:00,2018-12-06T23:45:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,12-20,A,DEPARTED,המריאה
SN,3291,BRUSSELS AIRLINES,2018-12-06T23:50:00,2018-12-06T23:49:00,A,BRU,BRUSSELS,בריסל,BRUSSELS,בלגיה,BELGIUM,3,,,LANDED,נחתה
A9,700,GEORGIAN AIRWAYS,2018-12-06T22:30:00,2018-12-06T23:53:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,321-324,W,DEPARTED,המריאה
DL,469,DELTA AIRLINES,2018-12-06T23:35:00,2018-12-06T23:56:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,46-55,B,DEPARTED,המריאה
6H,851,ISRAIR AIRLINES,2018-12-06T22:30:00,2018-12-06T23:57:00,D,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,38-41,B,DEPARTED,המריאה
AI,140,AIR INDIA,2018-12-06T22:15:00,2018-12-07T00:00:00,D,DEL,DELHI,דלהי,NEW DELHI,הודו,INDIA,3,56-62,C,DEPARTED,המריאה
IZ,296,ARKIA  ISRAELI  AIRLINES,2018-12-06T23:05:00,2018-12-07T00:04:00,A,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
FR,4104,RYANAIR,2018-12-06T22:30:00,2018-12-07T00:15:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,1,313-316,W,DEPARTED,המריאה
IZ,351,ARKIA  ISRAELI  AIRLINES,2018-12-06T23:15:00,2018-12-07T00:18:00,D,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,42-45,B,DEPARTED,המריאה
PC,779,PEGASUS AIRLINES,2018-12-07T00:10:00,2018-12-07T00:28:00,A,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,LANDED,נחתה
PS,791,UKRAINE INTL  AIR,2018-12-07T00:30:00,2018-12-07T00:30:00,A,DNK,DNEPROPETROVSK,דנייפרופטרובסק,DNEPROPETROVSK,אוקראינה,UKRAINE,3,,,LANDED,נחתה
RJ,341,ROYAL  JORDANIAN,2018-12-06T23:30:00,2018-12-07T00:37:00,D,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,8-11,A,DEPARTED,המריאה
IZ,388,ARKIA  ISRAELI  AIRLINES,2018-12-06T22:30:00,2018-12-07T00:38:00,A,BEG,BELGRADE,בלגראד,BELGRADE,סרביה,SERBIA,3,,,LANDED,נחתה
FV,6630,ROSSIYA AIRLINES,2018-12-07T00:15:00,2018-12-07T00:40:00,D,ROV,ROSTOV,רוסטוב,ROSTOV,רוסיה,RUSSIAN FEDERATION,3,23-26,A,DEPARTED,המריאה
JU,9286,AIR SERBIA,2018-12-07T00:30:00,2018-12-07T00:40:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,LANDED,נחתה
KK,1220,ATLAS GLOBAL,2018-12-07T00:30:00,2018-12-07T00:40:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,LANDED,נחתה
SU,6630,AEROFLOT RUSSIAN AIRLINES,2018-12-07T00:15:00,2018-12-07T00:40:00,D,ROV,ROSTOV,רוסטוב,ROSTOV,רוסיה,RUSSIAN FEDERATION,3,23-26,A,DEPARTED,המריאה
PS,787,UKRAINE INTL  AIR,2018-12-07T00:20:00,2018-12-07T00:43:00,A,ODS,ODESSA,אודסה,ODESSA,אוקראינה,UKRAINE,3,,,LANDED,נחתה
TK,810,TURKISH AIRLINES,2018-12-07T00:50:00,2018-12-07T00:45:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,LANDED,נחתה
LY,083,EL AL ISRAEL AIRLINES,2018-12-07T00:30:00,2018-12-07T00:46:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
AA,8382,AMERICAN AIRLINES,2018-12-07T00:35:00,2018-12-07T00:47:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
LY,356,EL AL ISRAEL AIRLINES,2018-12-07T00:35:00,2018-12-07T00:47:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
TP,8905,AIR PORTUGAL - TAP,2018-12-07T00:35:00,2018-12-07T00:47:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
LY,2368,EL AL ISRAEL AIRLINES,2018-12-07T00:25:00,2018-12-07T00:50:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
OS,859,AUSTRIAN AIRLINES,2018-12-07T00:50:00,2018-12-07T00:52:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
LY,572,EL AL ISRAEL AIRLINES,2018-12-07T00:05:00,2018-12-07T00:55:00,A,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
LY,364,EL AL ISRAEL AIRLINES,2018-12-07T00:20:00,2018-12-07T00:57:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
TP,8885,AIR PORTUGAL - TAP,2018-12-07T00:20:00,2018-12-07T00:57:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
A3,928,AEGEAN  AIRLINES,2018-12-07T00:50:00,2018-12-07T01:02:00,A,ATH,ELEFTHERIOS VENIZELOS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
6H,450,ISRAIR AIRLINES,2018-12-06T22:00:00,2018-12-07T01:06:00,A,ETH,EILAT-J.HOZMAN,אילת,EILAT,ישראל,ISRAEL,3,,,LANDED,נחתה
SU,505,AEROFLOT RUSSIAN AIRLINES,2018-12-07T00:35:00,2018-12-07T01:07:00,D,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,27-33,A,DEPARTED,המריאה
AM,7869,AERO MEXICO,2018-12-07T00:30:00,2018-12-07T01:11:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
LY,001,EL AL ISRAEL AIRLINES,2018-12-07T00:30:00,2018-12-07T01:11:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
AF,1121,AIR FRANCE,2018-12-07T01:00:00,2018-12-07T01:15:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,34-37,B,DEPARTED,המריאה
DL,8509,DELTA AIRLINES,2018-12-07T01:00:00,2018-12-07T01:15:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,34-37,B,DEPARTED,המריאה
ET,405,ETHIOPIAN AIRLINES,2018-12-07T00:45:00,2018-12-07T01:22:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,63-67,C,DEPARTED,המריאה
LY,8807,EL AL ISRAEL AIRLINES,2018-12-07T00:45:00,2018-12-07T01:22:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,63-67,C,DEPARTED,המריאה
LY,017,EL AL ISRAEL AIRLINES,2018-12-07T00:50:00,2018-12-07T01:25:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
TK,791,TURKISH AIRLINES,2018-12-07T01:00:00,2018-12-07T01:27:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,DEPARTED,המריאה
LY,027,EL AL ISRAEL AIRLINES,2018-12-07T01:00:00,2018-12-07T01:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
UA,955,UNITED AIRLINES,2018-12-07T00:55:00,2018-12-07T01:32:00,D,SFO,SAN FRANCISCO,סן פרנסיסקו,SAN FRANCISCO,ארצות הברית,UNITED STATES,3,18-22,A,DEPARTED,המריאה
SN,3292,BRUSSELS AIRLINES,2018-12-07T01:05:00,2018-12-07T01:36:00,D,BRU,BRUSSELS,בריסל,BRUSSELS,בלגיה,BELGIUM,3,38-41,B,DEPARTED,המריאה
PS,792,UKRAINE INTL  AIR,2018-12-07T01:20:00,2018-12-07T01:38:00,D,DNK,DNEPROPETROVSK,דנייפרופטרובסק,DNEPROPETROVSK,אוקראינה,UKRAINE,3,56-59,C,DEPARTED,המריאה
IZ,591,ARKIA  ISRAELI  AIRLINES,2018-12-06T23:45:00,2018-12-07T01:49:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,69-75,C,DEPARTED,המריאה
PS,788,UKRAINE INTL  AIR,2018-12-07T01:20:00,2018-12-07T01:52:00,D,ODS,ODESSA,אודסה,ODESSA,אוקראינה,UKRAINE,3,59-62,C,DEPARTED,המריאה
IZ,272,ARKIA  ISRAELI  AIRLINES,2018-12-07T00:05:00,2018-12-07T02:00:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
LX,4222,SWISS INT`L  AIRLINES,2018-12-07T02:10:00,2018-12-07T02:05:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
LY,344,EL AL ISRAEL AIRLINES,2018-12-07T02:10:00,2018-12-07T02:05:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
TP,8895,AIR PORTUGAL - TAP,2018-12-07T02:10:00,2018-12-07T02:05:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
AF,8425,AIR FRANCE,2018-12-07T02:20:00,2018-12-07T02:09:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
DL,9575,DELTA AIRLINES,2018-12-07T02:20:00,2018-12-07T02:09:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
KL,461,K.L.M.,2018-12-07T02:20:00,2018-12-07T02:09:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
311,MABGG,שינו תעופה,2018-12-07T02:05:00,2018-12-07T02:15:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
HX,1978,HONGKONG AIRLINES,2018-12-07T02:55:00,2018-12-07T02:23:00,A,HKG,HONG KONG INT'L,הונג-קונג,HONG KONG,סין,CHINA,3,,,LANDED,נחתה
LY,078,EL AL ISRAEL AIRLINES,2018-12-07T02:55:00,2018-12-07T02:23:00,A,HKG,HONG KONG INT'L,הונג-קונג,HONG KONG,סין,CHINA,3,,,LANDED,נחתה
QF,5017,QANTAS AIRWAYS,2018-12-07T02:55:00,2018-12-07T02:23:00,A,HKG,HONG KONG INT'L,הונג-קונג,HONG KONG,סין,CHINA,3,,,LANDED,נחתה
VN,3755,VIETNAM AIRLINES,2018-12-07T02:55:00,2018-12-07T02:23:00,A,HKG,HONG KONG INT'L,הונג-קונג,HONG KONG,סין,CHINA,3,,,LANDED,נחתה
LH,680,LUFTHANSA,2018-12-07T02:50:00,2018-12-07T02:36:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
SN,7165,BRUSSELS AIRLINES,2018-12-07T02:50:00,2018-12-07T02:36:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
AA,8387,AMERICAN AIRLINES,2018-12-07T02:10:00,2018-12-07T02:38:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
LY,384,EL AL ISRAEL AIRLINES,2018-12-07T02:10:00,2018-12-07T02:38:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
TP,8897,AIR PORTUGAL - TAP,2018-12-07T02:10:00,2018-12-07T02:38:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
LY,2524,EL AL ISRAEL AIRLINES,2018-12-07T02:05:00,2018-12-07T02:42:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
ET,404,ETHIOPIAN AIRLINES,2018-12-07T02:35:00,2018-12-07T02:44:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,LANDED,נחתה
LY,8804,EL AL ISRAEL AIRLINES,2018-12-07T02:35:00,2018-12-07T02:44:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,LANDED,נחתה
TK,792,TURKISH AIRLINES,2018-12-07T02:55:00,2018-12-07T02:46:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,LANDED,נחתה
LY,352,EL AL ISRAEL AIRLINES,2018-12-07T02:15:00,2018-12-07T02:48:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
TP,8903,AIR PORTUGAL - TAP,2018-12-07T02:15:00,2018-12-07T02:48:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
CA,5091,AIR CHINA,2018-12-07T02:55:00,2018-12-07T02:51:00,A,PEK,BEIJING,בייג'ינג,BEIJING,סין,CHINA,3,,,LANDED,נחתה
LY,096,EL AL ISRAEL AIRLINES,2018-12-07T02:55:00,2018-12-07T02:51:00,A,PEK,BEIJING,בייג'ינג,BEIJING,סין,CHINA,3,,,LANDED,נחתה
AZ,810,ALITALIA,2018-12-07T03:10:00,2018-12-07T02:54:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
LY,5110,EL AL ISRAEL AIRLINES,2018-12-07T02:20:00,2018-12-07T02:58:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
LY,332,EL AL ISRAEL AIRLINES,2018-12-07T02:05:00,2018-12-07T03:01:00,A,BRU,BRUSSELS,בריסל,BRUSSELS,בלגיה,BELGIUM,3,,,LANDED,נחתה
TP,8889,AIR PORTUGAL - TAP,2018-12-07T02:05:00,2018-12-07T03:01:00,A,BRU,BRUSSELS,בריסל,BRUSSELS,בלגיה,BELGIUM,3,,,LANDED,נחתה
LY,562,EL AL ISRAEL AIRLINES,2018-12-07T02:05:00,2018-12-07T03:03:00,A,WAW,WARSAW,וורשה,WARSAW,פולין,POLAND,3,,,LANDED,נחתה
TP,8883,AIR PORTUGAL - TAP,2018-12-07T02:05:00,2018-12-07T03:03:00,A,WAW,WARSAW,וורשה,WARSAW,פולין,POLAND,3,,,LANDED,נחתה
LY,614,EL AL ISRAEL AIRLINES,2018-12-07T02:05:00,2018-12-07T03:07:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
S7,4485,SIBERIA AIRLINES,2018-12-07T02:05:00,2018-12-07T03:07:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
LY,072,EL AL ISRAEL AIRLINES,2018-12-07T03:20:00,2018-12-07T03:21:00,A,BOM,MUMBAI,מומבאי,MUMBAI,הודו,INDIA,3,,,LANDED,נחתה
LY,388,EL AL ISRAEL AIRLINES,2018-12-07T02:10:00,2018-12-07T03:23:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
TP,8901,AIR PORTUGAL - TAP,2018-12-07T02:10:00,2018-12-07T03:23:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
BA,163,BRITISH AIRWAYS PLC,2018-12-07T03:45:00,2018-12-07T03:25:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
LY,311,EL AL ISRAEL AIRLINES,2018-12-07T03:10:00,2018-12-07T03:27:00,D,LTN,LUTON,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
LY,2654,EL AL ISRAEL AIRLINES,2018-12-07T02:35:00,2018-12-07T03:29:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,LANDED,נחתה
LX,256,SWISS INT`L  AIRLINES,2018-12-07T03:35:00,2018-12-07T03:32:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
LY,8852,EL AL ISRAEL AIRLINES,2018-12-07T03:35:00,2018-12-07T03:32:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
BT,771,AIR BALTIC,2018-12-07T03:50:00,2018-12-07T03:35:00,A,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3,,,LANDED,נחתה
ST,4914,GERMANIA FLUGGESELLSCHAFT MBH,2018-12-07T03:25:00,2018-12-07T03:37:00,A,TXL,BERLIN TEGEL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
LO,151,LOT POLISH AIRLINES,2018-12-07T03:35:00,2018-12-07T03:39:00,A,WAW,WARSAW,וורשה,WARSAW,פולין,POLAND,3,,,LANDED,נחתה
LY,2374,EL AL ISRAEL AIRLINES,2018-12-07T03:00:00,2018-12-07T03:44:00,A,SXF,BERLIN -SCHOENEFELD,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
